UID,Good_Bad,CUSTOMER_PROFILE_CODE,LOCATIONNAME,VEHICLEMODEL,ASSETCOST,LOANAMOUNT,EMI,TENURE,ADDRESSCONFIRMED,DESIGNATION,RESIDENCETYPE,NOOFYEARSINSAMECITY,RESIDENCESTABILITY,RESIDENCELOCALITY,BUSINESSCATEGORY,BUSINESSMARGINGROSS,INCOMEEMPLOYMENT,STABILITYINBUSINESS,STABILITYCONFIRMED,STABILTIYCONFIRMEDTHRU,ISFAMILYINVOLVED,OFFICETYPE,MONTHLYTURNOVER,STOCKVALUEINHAND,BUSINESSMARGINNET,NOOFEMPLOYEES,NAMEBOARDSEEN,OFFICELOCALITY,ISRESIDENCECOMEOFFICE,ENDUSEOFLOAN,ENDUSEOFASSET,ASSETLOCATION,NEIGHBOURREF,POLITICALLINK,PROFESSIONTYPE,CURRENTBUSINESSSTABILITY,APPLICANTDESIGNATION,ASSETREGMONTH,ASSETREGYEAR,LANDOWNERSHIP,IRRIGATIONSOURCE,CROPSCULTIVATED,DISTFROMSCELOCATION,DISTFROMDEALERLOCATION,IMGCONFIRM,TOTALEXPENSEPERMONTH,NETINCOMEPERMONTH,FOIR
9053,Good,PROF356,DELHI,FORD ECOSPORT TITANIUM 1.5 TDCI DIESEL 2014,935000,708500,20628,48,Y,PROPRIETOR,R,10,0.4,3,PR005,0,45000,3,N,5,N,R,0,0,0,10,Y,2,N,APPLICANT,1,,POSITIVE,N,SEP,3,PROPRIETOR,,0,,,,0,0,Y,,,NA
9054,Good,PROF207,RAIPUR ,HYUNDAI I20 SPORTZ 1.4 CRDI 6 SPEED BS IV DIESEL 2013,400000,304250,10861,36,Y,SELF,O,20,20,3,PR005,30,20000,20,N,5,N,O,400000,700000,20,3,Y,2,N,PURCHASE PF VEHICLE,1,BILASPUR,POSITIVE,N,SEP,20,PROPREITOR,,0,,,,0,0,Y,5000,15000,72
9055,Good,PROF252,VISAKHAPATNAM,MARUTI SUZUKI SWIFT DZIRE ZDI BS IV DIESEL 2011,300000,254250,12768,24,Y,SELF,O,28,28,3,PR008,0,120000,10,N,5,N,O,0,0,0,1,Y,1,Y,PERSONAL,1,ELURU,POSITIVE,N,AGR,10,SELF,,0,,,,0,0,Y,10000,110000,12
9056,Good,PROF335,KARIMNAGAR,FORD FIGO ZXI DURATORQ 1.4 DIESEL 2010,300000,204250,10496,24,Y,CUSTOMER,O,34,34,3,PR005,0,40000,8,Y,6,Y,O,40000,0,0,0,N,1,Y,APPLICANT,1,WARANGAL,POSITIVE,N,SEP,8,PROPREITOR,,0,,,,0,0,Y,0,40000,26
9057,Good,PROF252,ORISSA,MARUTI SUZUKI SWIFT VDI DIESEL 2008,700000,254250,7522,48,Y,FATHER,O,28,20,3,PR003,0,65000,10,N,,N,O,0,0,0,2,N,1,N,APPLICANT END OF USE AS PERSONAL USE OF THIS VEHICLE. ,1,SUNDARGARH,POSITIVE,N,SEP,15,FARMER  SAND SUPPLYER,,0,,,,0,0,Y,50,64950,12
9058,Bad,PROF278,TIRUNELVELI ,VOLKSWAGEN POLO HIGHLINE 1.5L DIESEL 2014,600000,454250,14007,48,Y,APPLICANT ,O,35,35,3,PR005,0,60000,8,Y,6,N,R,0,0,0,0,Y,2,N,VEH PURCHASE,1,,POSITIVE,N,SEP,8,PROPRIETOR,,0,,,,0,0,Y,10000,50000,28
9059,Bad,PROF358,VIJAYAWADA,HYUNDAI VERNA XI PETROL 2008,250000,204250,10639,24,Y,APPLICANT ,R,9,9,3,PR005,0,60000,9,Y,5,N,R,0,0,0,0,N,1,Y,FOR PURCHASE OF VEHICLE ,1,GUNTUR ,POSITIVE,N,SEP,9,PROPRIETOR ,,0,,,,0,0,Y,35000,25000,43
9060,Good,PROF334,CHENNAI I,VOLKSWAGEN VENTO HIGHLINE DIESEL 2011,1100000,200000,5334,60,Y,APPLICANT,O,25,25,3,PR005,0,122000,10,Y,5,Y,O,0,0,0,0,N,1,Y,APPLICANT PERSONAL USE,1,CHENNAI,POSITIVE,N,SEP,7,PROPREITOR,,0,,,,0,0,Y,0,122000,4
9061,Good,PROF235,RAIPUR,MAHINDRA BOLERO XL 10 STR DIESEL 2014,500000,454250,11357,60,Y,PROPERITOR,O,10,10,5,PR005,0,70000,10,N,1,N,O,70000,500000,0,0,Y,2,N,FOR PURCHASED VEHICLE,1,PARPODI,POSITIVE,N,SEP,10,PROPERITOR,,0,,,,0,0,Y,20000,50000,23
9062,Good,PROF245,VISAKHAPATNAM,MARUTI SUZUKI SWIFT VDI BS IV DIESEL 2014,470000,434250,11993,60,Y,SELF,O,20,20,3,PR005,0,70000,2,N,6,N,O,0,0,0,1,Y,1,N,PERSONAL,1,KAKINDA,POSITIVE,N,SEP,2,SELF,,0,,,,0,0,Y,15000,55000,22
9063,Good,PROF311,,,,,,,,,,,0,0,0,0,0,0,0,0,WEB,Y,13480,36520,35,,,,,,,,,,,,,,,,,,,,,,,
9064,Good,PROF244,CHENNAI I,MARUTI SUZUKI SWIFT VDI DIESEL 2012,450000,254250,6780,60,Y,APPLICANT ,O,30,30,5,PR005,0,113000,7,N,,N,R,113000,0,0,7,Y,1,N,APPLICANT ,1,,POSITIVE,N,SEP,20,PROPRIETOR ,,0,,,,0,0,Y,70000,43000,16
9065,Good,PROF375,MADURAI,HYUNDAI EON D LITE PETROL 2013,300000,204250,10673,24,Y,WIFE,O,10,15,3,PR006,100,40000,8,Y,6,N,L,40000,200000,100,0,N,1,N,POSITIVE,1,VADAGARAI PERIYAKULAM,POSITIVE,N,SEP,5,OWNER,,0,,,,0,0,Y,5000,35000,30
9066,Good,PROF252,MYSORE,MARUTI SUZUKI OMNI E MPI STD PETROL 2014,230000,154250,6653,30,Y,APPLICANT,O,22,22,3,PR007,0,35000,10,N,,N,O,0,0,0,10,N,1,N,APPLICANT,1,APPLICANT PLACE,POSITIVE,N,AGR,10,AGRI,,0,,,,0,0,Y,0,35000,19
9067,Good,PROF105,HYDERABAD ,HYUNDAI VERNA VGT CRDI SX 1.5 DIESEL 2009,500000,400000,12387,48,Y,APPLICANT,O,36,36,3,PR005,0,800000,8,Y,6,N,O,800000,0,0,0,N,1,Y,APPLICANT,1,HYDERABAD,POSITIVE,N,SEP,8,PROPRIETOR,,0,,,,0,0,Y,,,NA
9068,Bad,PROF252,MADURAI,TATA SAFARI 4X2 VX DICOR BS III DIESEL 2011,600000,414250,15305,36,Y,APPLICANT,O,30,20,3,PR007,0,40000,20,Y,5,Y,O,0,0,0,2,Y,1,Y,OWN USE,1,,POSITIVE,N,AGR,20,HOMEMAKER,,0,,,,0,0,Y,0,40000,38
9069,Good,PROF252,KARIMNAGAR,MARUTI SUZUKI RITZ VDI BS IV DIESEL 2011,400000,300000,15000,24,Y,GUARENTOUR,O,25,25,3,PR008,70,25000,20,Y,1,Y,O,20000,0,60,3,Y,2,N,CUSTOMER ,1,TALWADA,POSITIVE,N,AGR,20,OWNER,,0,,,,0,0,Y,10000,15000,100
9070,Good,PROF176,DELHI,MARUTI SUZUKI SWIFT LDI BS IV DIESEL 2012,400000,300000,9000,48,Y,PROPRIETOR,O,23,23,3,PR005,0,40000,1,Y,5,N,O,0,0,0,3,Y,1,Y,EARNING POTENTIAL,1,,POSITIVE,N,SEP,1,PROPRIETOR,,0,,,,0,0,Y,,,NA
9071,Good,PROF105,ORISSA,MARUTI SUZUKI WAGON R LXI PETROL 2015,400000,304250,11114,36,Y,BUILDING MATERIAL SUPPLIER,O,50,50,3,PR005,15,58000,15,Y,5,N,O,400000,500000,11,5,Y,1,Y,GIVEN TO SALLER ,1,BHUBANESWER ,POSITIVE,N,SEP,15,BUILDING MATERIAL SUPPLIER,,0,,,,0,0,Y,16000,42000,26
9072,Good,PROF151,KARIMNAGAR,TATA INDICA V2 DLE BS III DIESEL 2011,180000,130000,6681,24,Y,APPLICANT,O,30,30,3,PRO19,0,42000,0,Y,6,N,O,0,0,0,0,N,2,N,APPLICANT,1,KARIMNAGAR,POSITIVE,N,STU,0,STUDENT,,0,,,,0,0,N,10600,31400,27
9073,Bad,PROF245,KARIMNAGAR,MARUTI SUZUKI SWIFT DZIRE ZDI BS IV DIESEL 2011,400000,309250,11065,36,Y,APPLICANT ,O,35,36,3,PR003,0,45000,3,N,1,N,R,0,0,0,3,Y,2,N,APPLICANT ,1,ARMOOR ,POSITIVE,N,SEP,3,PROPRIETOR ,,0,,,,0,0,Y,20000,25000,44
9074,Good,PROF252,INDORE ,TOYOTA FORTUNER 3.0 AT 4X2 DIESEL 2013,1500000,1000000,26667,60,Y,PROPRIETOR,O,34,34,3,PR007,0,200000,10,Y,5,Y,O,0,0,0,5,N,1,Y,PURCHASE OF VEHICLE ,1,INDORE,POSITIVE,N,AGR,10,FARMAR,,0,,,,0,0,Y,30000,170000,16
9075,Good,PROF318,ROWB,MARUTI SUZUKI SWIFT DZIRE ZDI DIESEL 2013,800000,204250,7591,36,Y,SELF,O,36,36,3,PR005,0,35000,10,Y,5,Y,O,0,0,0,0,N,1,N,COMMERCIAL USE,1,JALPAIGURI,POSITIVE,N,SEP,10,PROPRIETOR,,0,,,,0,0,Y,5000,30000,25
9076,Good,PROF109,KARIMNAGAR,HYUNDAI I10 MAGNA PETROL 2011,300000,254250,7874,48,Y,APPLICANT,O,10,10,3,PR005,0,75000,20,Y,6,N,R,0,0,0,1,Y,2,N,APPLICANT AND FAMILY,1,KARIMNAGAR,POSITIVE,N,SEP,15,PROPRIETOR,,0,,,,0,0,Y,23383,51617,23
9077,Good,PROF213,JABALPUR ,MAHINDRA BOLERO SLX DIESEL 2012,550000,454250,11603,60,Y,SELF,O,31,31,3,PR001,100,108216,13,Y,5,N,L,32716,0,90,0,Y,2,N,"HOUSE MAINTENANCE

",1,REWA,POSITIVE,N,SAL,13,LNK,,0,,,,0,0,Y,10000,98216,12
9078,Bad,PROF252,AURANGABAD,MAHINDRA BOLERO SLX DIESEL 2009,400000,354250,10687,48,Y,SELF,O,45,45,3,PR007,0,80000,25,Y,5,N,O,0,0,0,0,Y,1,N,SELF,1,,POSITIVE,N,AGR,25,FARMER,,0,,,,0,0,Y,0,80000,13
9079,Good,PROF227,LUDHIANA,MARUTI SUZUKI WAGON R VXI PETROL 2011,265000,104250,4341,30,Y,SELF ,R,7,7,5,PR002,0,12800,7,N,,N,R,0,0,0,2,N,2,N,APPLICANT WILL USE THIS AS SELF ,1,,POSITIVE,N,SAL,7,SUPREVIOSOR ,,0,,,,0,0,Y,0,12800,34
9080,Good,PROF151,BHOPAL ,TATA INDIGO ECS LS CR4 BS IV DIESEL 2013,230000,204250,6128,48,Y,SON,R,3,3,3,PR001,0,45271,30,Y,5,N,O,0,0,0,0,Y,2,N,PERONAL,2,CHHINDWARA,POSITIVE,N,SAL,30,ASST TEACHER LDT,,0,,,,0,0,Y,17500,27771,22
9081,Good,PROF256,COIMBATORE ,MARUTI SUZUKI SWIFT LDI DIESEL 2008,400000,300000,11334,36,Y,APPLICANT ,O,60,50,3,PR006,100,100000,35,Y,5,Y,O,150000,100000,100,1,N,1,Y,APPLICANT ,1,UDUMALPET ,POSITIVE,N,SEP,20,COCONUT TRADING ,,0,,,,0,0,Y,15000,85000,13
9082,Bad,PROF096,INDORE ,MAHINDRA SCORPIO LX 2.6 TURBO DIESEL 2009,400000,325000,10021,48,Y,PROPRIETOR,O,43,43,3,PR005,0,500000,20,Y,5,N,O,0,0,0,20,N,1,Y,PURCHASE OF VEHICLE ,1,MHOW ,POSITIVE,N,SEP,20,PROPRIETOR,,0,,,,0,0,Y,,,NA
9083,Good,PROF235,JABALPUR ,TATA INDICA VISTA LS TDI BS III DIESEL 2011,250000,154250,6577,30,Y,SELF,O,36,12,3,PR006,0,50000,1,Y,5,Y,O,35000,20000,0,0,Y,1,Y,VEHICLE PURCHASE HIS PERSONAL,1,KERMETA PROFESSOR COLONY JABALPUR,POSITIVE,N,SEP,1,SELF,,0,,,,0,0,Y,11882,38118,21
9084,Good,PROF245,CALICUT,MARUTI SUZUKI ERTIGA VDI DIESEL 2014,800000,550000,13750,60,Y,APPLICANT,O,12,12,3,PR010,0,60000,25,Y,5,N,L,0,0,0,1,N,2,N,VEHICLE PURCHASE,1,TIRUR,POSITIVE,N,OTH,25,RTO AGENT,,0,,,,0,0,Y,17949,42051,46
9085,Good,PROF282,BHOPAL ,MAHINDRA BOLERO XL 10 STR DIESEL 2012,450000,354250,10038,60,Y,SELF APPLICANT,O,45,40,3,PR009,0,60000,30,N,5,N,O,0,0,0,0,Y,1,N,VEHICLE PURCHASE,1,RESIDENCE OF APPLICANT,POSITIVE,N,AGR,35,AGRICULTURIST AND DAIRY FORM ,,0,,,,0,0,Y,5000,55000,18
9086,Bad,PROF219,PUNE,HYUNDAI I20 SPORTZ 1.4 CRDI 6 SPEED BS IV DIESEL 2012,500000,404250,10706,60,Y,SELF,O,25,25,3,PR005,0,100000,4,Y,1,N,O,0,0,0,3,Y,2,N,PURCHASE OF USE CAR,1,PUNE,POSITIVE,N,SEP,4,SHRI SNACK AMD TEA CENTER,,0,,,,0,0,Y,0,100000,11
9087,Bad,PROF058,INDORE,MARUTI SUZUKI SWIFT LDI DIESEL 2011,300000,254250,6780,60,Y,,,,,,,0,0,0,N,,N,,0,0,0,0,Y,,N,,,,POSITIVE,N,,0,,,0,,,,0,0,N,0,0,9223372036854780000
9088,Bad,PROF107,KARIMNAGAR,MARUTI SUZUKI SWIFT LDI DIESEL 2008,300000,204250,10697,24,Y,APPLICANT,O,40,20,3,PR006,0,95000,15,Y,6,N,O,50000,0,0,1,N,1,Y,APPLICANT,1,KARIMNAGAR,POSITIVE,N,SEP,15,PROPORIETOR,,0,,,,0,0,Y,15000,80000,13
9089,Bad,PROF252,VIJAYAWADA,MARUTI SUZUKI RITZ VDI BS IV DIESEL 2012,350000,304250,11368,36,Y,APPLICANT,O,55,20,3,PR008,0,85000,30,Y,5,N,O,0,0,0,0,N,1,Y,OWN PURPUS,2,TADA,POSITIVE,N,AGR,30,OWNER,,0,,,,0,0,Y,35000,50000,23
9090,Bad,PROF109,MADURAI,MARUTI SUZUKI SWIFT VDI DIESEL 2008,400000,304250,8938,48,Y,SELF,O,20,20,3,PR007,0,135000,10,Y,5,Y,O,0,0,0,5,N,1,N,SELF,1,SENDURAI,POSITIVE,N,AGR,5,OWNER,,0,,,,0,0,Y,15000,120000,7
9091,Good,PROF109,CHENNAI I,TOYOTA INNOVA 2.5 V 7STR DIESEL 2012,1400000,608500,15614,60,Y,SPOUSE,O,20,7,3,PR005,0,95000,5,N,5,N,O,0,0,0,2,Y,1,N,APPLICANT RE FINANCE CASE,2,POLUR,POSITIVE,N,SEP,5,PROPERITOR,,0,,,,0,0,Y,30000,65000,24
9092,Good,PROF227,ORISSA,TATA INDIGO ECS LE TDI DIESEL 2014,500000,304250,7987,60,Y,HIERE,O,30,30,6,PR002,100,30000,5,Y,1,N,O,16000,16000,100,1,Y,2,Y,APPLICANT ,1,ANGUL,POSITIVE,N,SAL,5,SALES,,0,,,,0,0,Y,3000,27000,30
9093,Bad,PROF151,HYDERABAD ,MARUTI SUZUKI SWIFT VXI 1.3 PETROL 2008,250000,200000,10210,24,Y,APPLICANT,O,20,20,3,PRO19,0,25000,0,Y,5,N,O,0,0,0,1,Y,1,Y,PERSONAL,1,HYDERABAD,POSITIVE,N,STU,0,STUDENT,,0,,,,0,0,Y,0,25000,41
9094,Good,PROF252,NAGPUR,TATA INDICA VISTA VX QUADRAJET DIESEL 2014,300000,254250,6463,60,Y,SELF,O,21,6,2,PR007,0,41094,6,Y,1,N,O,0,0,0,0,N,1,Y,PERSONAL USE,1,AMRAVATI,POSITIVE,N,AGR,6,FARMER,,0,,,,0,0,Y,0,41094,16
9095,Good,PROF227,CHENNAI I,HYUNDAI SANTRO GLS PETROL LPG 2008,300000,200000,12972,18,Y,APPLICANT,O,35,4,3,PR002,0,50000,9,Y,5,N,R,0,0,0,6,N,2,N,APPLIACNT,1,CHENNAI,POSITIVE,N,SAL,10,ADMIN ,,0,,,,0,0,Y,0,50000,26
9096,Good,PROF227,KOLKATA,MAHINDRA SCORPIO VLX 2WD AIRBAG AT BS IV DIESEL 2014,1200000,494250,17437,36,Y,SELF,O,20,20,3,PR002,0,50000,2,Y,5,N,R,0,0,0,0,Y,2,N,PERSONAL,1,KOLKATA,POSITIVE,N,SAL,2,ASSOCIATE,,0,,,,0,0,Y,20000,30000,58
9097,Good,PROF252,INDORE ,MARUTI SUZUKI RITZ ZDI BS IV DIESEL 2014,500000,449250,11232,60,Y,,,,,,,0,0,0,N,,N,,0,0,0,0,Y,,,,,,POSITIVE,,,0,,,0,,,,0,0,N,0,0,9223372036854780000
9098,Good,PROF227,NASIK,MARUTI SUZUKI ERTIGA VDI DIESEL 2014,650000,589250,15223,60,Y,SELF,R,10,5,3,PR002,100,50000,10,N,,N,O,50000,0,100,6,Y,2,N,SELF,1,SHIRUR,POSITIVE,N,SAL,10,MANAGER,,0,,,,0,0,Y,10000,40000,38
9099,Good,PROF360,BANGALORE ,MARUTI SUZUKI EECO 7 STR PETROL 2013,350000,304250,7860,60,Y,SELF,L,55,2.6,3,PR005,0,100000,25,Y,5,N,L,100000,0,0,40,N,1,Y,APPLICANT PERSONAL USE,1,BANGLORE,POSITIVE,N,SEP,25,PROPREITOR,,0,,,,0,0,Y,30000,70000,11
9100,Bad,PROF211,COIMBATORE ,MITSUBISHI PAJERO GL 2.8 DIESEL 2010,1800000,990000,27341,60,Y,APPLICANT,O,25,10,3,PR006,35,170000,5,Y,6,Y,O,700000,0,30,5,Y,1,N,SALE PURCHASE,1,COIMBATORE,POSITIVE,N,SEP,5,PROP,,0,,,,0,0,Y,66675,103325,46
9101,Good,PROF213,JABALPUR,MAHINDRA BOLERO SLX DIESEL 2013,600000,304250,7734,60,Y,MOTHER,O,30,30,3,PR001,0,23000,7,Y,5,N,O,0,0,0,0,Y,2,N,BUYING VEHICLE ,1,REWA,POSITIVE,N,SAL,7,CONSTABLE,,0,,,,0,0,Y,5000,18000,43
9102,Bad,PROF245,MYSORE,HYUNDAI I20 MAGNA 1.2 PETROL 2009,234000,188250,9501,24,Y,APPLICANT,O,20,40,3,PR005,50,65000,15,N,,N,O,350000,0,40,0,Y,2,Y,BUSINESS PURPOSES,1,HASSAN,POSITIVE,N,SEP,12,PROPRIETOR,,0,,,,0,0,Y,15000,50000,19
9103,Good,PROF235,INDORE ,TOYOTA INNOVA 2.5 G 8 STR BS III DIESEL 2014,900000,710000,17514,60,Y,PROPRITOR,R,9,1,6,PR005,0,37000,9,Y,4,Y,R,0,0,0,8,Y,2,N,PERSONAL USE,1,INDORE,POSITIVE,N,SEP,9,PROPRITOR,,0,,,,0,0,Y,12000,25000,70
9104,Good,PROF361,BANGALORE ,TOYOTA INNOVA 2.5 V 7STR DIESEL 2013,1040000,998500,25620,60,Y,APPLICANT,O,35,15,3,PR005,5,800000,10,Y,1,N,O,800000,1000000,2,12,Y,1,N,APPLICANT,1,BANGALORE,POSITIVE,N,SEP,4,PROPRETIOR,,0,,,,0,0,Y,155000,645000,20
9105,Good,PROF252,VISAKHAPATNAM,MARUTI SUZUKI SWIFT LDI BS IV DIESEL 2011,500000,400000,12600,48,Y,SELF ,O,30,20,3,PR009,0,50000,30,Y,5,Y,O,0,0,0,2,Y,1,N,SASLE PURCHESE,1,,POSITIVE,N,AGR,30,AGRICULTURER,,0,,,,0,0,Y,,,NA
9106,Bad,PROF208,KOLHAPUR,HYUNDAI I20 ASTA 1.4 CRDI DIESEL 2012,500000,454250,14067,48,Y,SELF,O,20,20,3,PR005,0,70000,20,Y,5,Y,L,0,0,0,1,N,1,N,FOR BUSINESS PURPOSE ,1,KOLHAPUR,POSITIVE,N,SEP,20,PROPREITOR,,0,,,,0,0,Y,15000,55000,26
9107,Good,PROF227,PUNE,VOLKSWAGEN VENTO HIGHLINE DIESEL 2013,660000,559910,19823,36,Y,SELF ,R,2,1,3,PR002,0,58000,13,Y,5,N,R,0,0,0,0,Y,2,N,PERSONAL USE,1,PUNE,POSITIVE,N,SAL,13,PRINCIPAL CONSULTANT,,0,,,,0,0,Y,1500,56500,35
9108,Good,PROF207,HUBLI,MARUTI SUZUKI SWIFT LDI BS IV DIESEL 2010,300000,254250,9394,36,Y,APPLICANT,O,15,15,3,PR005,60,60000,5,N,5,N,O,120000,75000,60,0,N,2,N,APPLICANT,1,GULBARGA,POSITIVE,N,SEP,5,PROPREITOR,,0,,,,0,0,Y,25000,35000,27
9109,Bad,PROF109,SALEM,MARUTI SUZUKI SWIFT VDI DIESEL 2010,375000,279250,9309,40,Y,GUARANTOR,O,35,35,3,PR006,0,300000,11,Y,5,N,O,0,0,0,13,N,1,N,APPLICANT ,1,NAMAKKAL ,POSITIVE,N,SEP,8,PROP,,0,,,,0,0,Y,225000,75000,12
9110,Bad,PROF386,INDORE ,CHEVROLET TAVERA NEO 3 LS 10 STR BS III DIESEL 2014,695000,421250,13273,48,Y,PROPRIETOR,O,20,20,3,PR005,0,400000,10,Y,1,Y,O,0,0,0,2,Y,2,N,PURCHASE OF VEHICLE ,1,INDORE,POSITIVE,N,SEP,10,PROPRIETOR,,0,,,,0,0,Y,,,NA
9111,Good,PROF227,PUNE,MERCEDES BENZ C CLASS 200 K ELEGANCE AT PETROL 2010,1150000,908500,23856,50,Y,SELF,L,3,3,3,PR002,0,6000000,10,N,,N,L,0,0,0,200,N,2,N,SELF OWNED,1,PUNE,POSITIVE,N,SAL,4,VARGO SUPERVISOR ,,0,,,,0,0,Y,0,6000000,0
9112,Good,PROF252,ALIGARH,MAHINDRA BOLERO DI DIESEL 2012,450000,354250,13088,36,Y,SELF,O,50,50,3,PR005,0,50000,15,Y,5,N,O,50000,0,0,0,N,1,Y,FOR DEVELOPMENT OF BUSINESS,1,HATHRAS,POSITIVE,N,SEP,15,PROPRITER,,0,,,,0,0,Y,8000,42000,31
9113,Good,PROF245,VISAKHAPATNAM,MARUTI SUZUKI SWIFT VDI DIESEL 2008,330000,234250,9985,30,Y,SELF,R,10,4,3,PR005,0,130000,5,N,1,N,R,0,0,0,2,Y,1,N,PERSONAL,1,BHIMAVARAM,POSITIVE,N,SEP,5,PROPERITOR,,0,,,,0,0,Y,30000,100000,10
9114,Bad,PROF207,RAIPUR ,MARUTI SUZUKI ERTIGA VDI DIESEL 2014,795000,558500,16410,48,Y,SELF,O,20,20,3,PR005,30,40000,5,Y,5,N,O,300000,500000,20,2,Y,2,N,PURCHASE OF VEHICLE,1,BILASPUR,POSITIVE,N,SEP,5,PROPREITOR,,0,,,,0,0,Y,10000,30000,55
9115,Good,PROF227,PUNE,TOYOTA INNOVA 2.5 G 7 STR BS III DIESEL 2013,900000,800000,21200,60,Y,SELF,O,20,20,3,PR002,0,336000,4,Y,1,N,O,0,0,0,300,Y,2,N,FOR VEHICLE FINANCE,1,BARAMATI PUNE,POSITIVE,N,SAL,4,OPERATOR,,0,,,,0,0,Y,,,NA
9116,Bad,PROF357,ROWB,MARUTI SUZUKI SWIFT VDI DIESEL 2010,700000,194250,7258,36,Y,CO BORROWER,O,25,26,3,PR005,0,30500,6,Y,6,N,R,0,0,0,0,Y,1,N,PERSONAL,1,PERDONAL,POSITIVE,N,SEP,6,PROPITOR,,0,,,,0,0,Y,8000,22500,32
9117,Good,PROF096,TIRUPATHI,TOYOTA INNOVA 2.5 G 7 STR BS III DIESEL 2012,1100000,400000,20834,24,Y,SPOUSE,O,34,34,3,PR005,0,240000,15,Y,5,N,R,40000,100000,0,0,Y,1,N,APPLICANT,1,,POSITIVE,N,SEP,15,PROPRIETER,,0,,,,0,0,Y,,,NA
9118,Good,PROF322,ROWB,FORD FIGO ZXI DURATORQ 1.4 DIESEL 2012,600000,254250,9182,36,Y,SELF,O,39,39,3,PR005,0,70000,13,Y,5,N,O,0,0,0,10,Y,2,Y,PERSONAL ,1,MURSHIDABAD ,POSITIVE,N,SEP,13,PROPRITOR,,0,,,,0,0,Y,25000,45000,20
9119,Bad,PROF371,VIJAYAWADA,TOYOTA INNOVA 2.5 V 7STR DIESEL 2008,690000,550000,17025,44,Y,APPLICANT,O,24,24,3,PR005,0,107000,3,N,1,N,R,50000,0,0,2,Y,2,N,CAR PURCHASE,1,VIJAYWADA,POSITIVE,N,SEP,1,PROPREITOR,,0,,,,0,0,Y,33850,73150,32
9120,Bad,PROF320,MADURAI,MAHINDRA SCORPIO VLX 2WD BS IV DIESEL 2011,700000,490000,18969,36,Y,APPLICANT,O,30,30,3,PR004,0,60000,5,Y,2,N,L,0,0,0,5,N,2,N,BUSINESS USE,1,MADURAI,POSITIVE,N,SEP,1,PARTNER,,0,,,,0,0,Y,15000,45000,42
9121,Good,PROF252,AURANGABAD,MARUTI SUZUKI WAGON R LXI BS III PETROL 2010,250000,154250,5725,36,Y,SELF,O,30,30,3,PR007,40,55000,15,N,,N,O,55000,0,40,2,N,1,Y,SELF,1,BARAMATI ,POSITIVE,N,AGR,15,PROPRIETOR ,,0,,,,0,0,Y,7500,47500,12
9122,Good,PROF252,INDORE ,HYUNDAI I 20 SPORTZ 1.4 CRDI2010,590000,504250,12817,60,Y,,,,,,,0,0,0,N,,N,,0,0,0,0,Y,,,,,,POSITIVE,,,0,,,0,,,,0,0,N,0,0,9223372036854780000
9123,Good,PROF252,VIJAYAWADA,MAHINDRA SCORPIO VLX 2.2 M HAWK DIESEL 2012,700000,608500,20284,48,Y,CUSTOMER,O,40,40,3,PR007,0,600000,40,Y,5,Y,O,0,100000,0,2,N,1,Y,CUSTOMER,1,PODALAKUR NELLORE ,POSITIVE,N,AGR,40,FARMER,,0,,,,0,0,Y,20000,580000,3
9124,Bad,PROF096,COIMBATORE ,HYUNDAI I10 SPORTZ 1.2 PETROL 2010,500000,200000,7556,36,Y,APPLICANT,O,25,25,3,PR006,0,45000,6,Y,6,N,O,0,0,0,9,N,1,Y,RAMACHANDRAN S,1,ERODE,POSITIVE,N,SEP,6,SELF,,0,,,,0,0,Y,10000,35000,22
9125,Good,PROF252,RAJKOT,TOYOTA ETIOS GD DIESEL 2014,600000,420000,10889,60,Y,APPLICANT,O,20,20,3,PR007,0,40000,20,Y,6,N,O,0,0,0,0,N,1,Y,PERSONAL USE,1,BHAVNAGAR,POSITIVE,N,AGR,20,PROPRITOR,,0,,,,0,0,Y,0,40000,27
9126,Good,PROF379,SALEM ,MAHINDRA SCORPIO SLE BS III DIESEL 2012,800000,558500,17919,48,Y,APPLICANT,O,35,5,3,PR006,0,75000,5,N,,N,R,0,0,0,10,Y,2,N,PERSONAL USE,1,SALEM,POSITIVE,N,SEP,10,SELF EMPLOYEE,,0,,,,0,0,Y,50000,25000,72
9127,Good,PROF229,JALANDHAR,MARUTI SUZUKI SWIFT DZIRE VDI BS IV DIESEL 2015,600000,204250,7540,36,Y,SELF,O,15,15,3,PR001,0,50000,3,N,5,N,L,0,0,0,0,Y,1,N,PURCHASE USED CAR,1,KAPURTHALA,POSITIVE,N,SAL,3,TEACHER,,0,,,,0,0,Y,15915,34085,36
9128,Good,PROF096,HYDERABAD ,MARUTI SUZUKI SWIFT VDI BS IV DIESEL 2010,300000,204250,6276,48,Y,GUARENTER ,O,30,15,3,PR006,0,40000,0,Y,5,N,O,0,0,0,0,N,1,Y,APPLICANT,1,HYDERABAD,POSITIVE,N,SEP,15,PROPRIETOR,,0,,,,0,0,Y,15000,25000,25
9129,Bad,PROF213,RAIPUR ,MARUTI SUZUKI WAGON R VXI ABS BS III PETROL 2011,280000,214250,6276,48,Y,SELF,O,20,20,3,PR001,30,20000,10,Y,5,N,L,20000,20000,20,0,Y,2,N,PURCHASE OF VEHICLE ,1,BILASPUR,POSITIVE,N,SAL,10,CONSTABLE,,0,,,,0,0,Y,2000,18000,35
